year,artist,title,rank,artist_clean,track_clean,id,acousticness,analysis_url,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,preview_url,sp_artist,sp_track
1978,Commodores,Three Times A Lady,19.0,Commodores,Three Times A Lady,4ztwMHfPZhPoruZdBbgriM,0.893,https://api.spotify.com/v1/audio-analysis/4ztwMHfPZhPoruZdBbgriM,0.48200000000000004,217427,0.0766,0.000379,8,0.134,-20.634,1,0.0301,75.722,3,https://api.spotify.com/v1/tracks/4ztwMHfPZhPoruZdBbgriM,audio_features,spotify:track:4ztwMHfPZhPoruZdBbgriM,0.136,,Commodores,Three Times A Lady
1978,Jefferson Starship,Runaway,20.0,Jefferson Starship,Runaway,2abfJ6VI2OmGeeZiaXahpb,0.301,https://api.spotify.com/v1/audio-analysis/2abfJ6VI2OmGeeZiaXahpb,0.34600000000000003,321907,0.469,0.00485,5,0.215,-14.022,1,0.0403,174.13299999999998,4,https://api.spotify.com/v1/tracks/2abfJ6VI2OmGeeZiaXahpb,audio_features,spotify:track:2abfJ6VI2OmGeeZiaXahpb,0.672,https://p.scdn.co/mp3-preview/f52f991910553a2d0012c34d9e0e576a9063fb1c?cid=63d66f6fe98e4ebabe73921ee5ac09cd,Jefferson Starship,Runaway
1979,Anita Ward,Ring My Bell,1.0,Anita Ward,Ring My Bell,7GK2KVYH8FrTC9zehmjVMd,0.0661,https://api.spotify.com/v1/audio-analysis/7GK2KVYH8FrTC9zehmjVMd,0.7809999999999999,491933,0.556,0.0907,5,0.0339,-13.067,0,0.0611,125.999,4,https://api.spotify.com/v1/tracks/7GK2KVYH8FrTC9zehmjVMd,audio_features,spotify:track:7GK2KVYH8FrTC9zehmjVMd,0.968,https://p.scdn.co/mp3-preview/b7e43420bf3493113f59a749c39ba8f2316b2beb?cid=63d66f6fe98e4ebabe73921ee5ac09cd,Anita Ward,Ring My Bell
1979,Donna Summer,Hot Stuff,2.0,Donna Summer,Hot Stuff,2vaHFRlL8eLXKLhZ47CtpO,0.00635,https://api.spotify.com/v1/audio-analysis/2vaHFRlL8eLXKLhZ47CtpO,0.8320000000000001,314760,0.735,0.0342,0,0.0702,-13.937000000000001,1,0.0319,120.455,4,https://api.spotify.com/v1/tracks/2vaHFRlL8eLXKLhZ47CtpO,audio_features,spotify:track:2vaHFRlL8eLXKLhZ47CtpO,0.965,,Donna Summer,Hot Stuff
1979,Donna Summer,Bad Girls,3.0,Donna Summer,Bad Girls,3n48NtvOovv1UMTA41zxMn,0.00839,https://api.spotify.com/v1/audio-analysis/3n48NtvOovv1UMTA41zxMn,0.872,295126,0.873,0.005679999999999999,2,0.451,-6.824,0,0.0374,120.37799999999999,4,https://api.spotify.com/v1/tracks/3n48NtvOovv1UMTA41zxMn,audio_features,spotify:track:3n48NtvOovv1UMTA41zxMn,0.97,,Donna Summer,"Bad Girls - 12"" Version"
1979,David Naughton,Makin' It,4.0,David Naughton,Makin' It,035Ag6mdG1EWFZvgdnK8lK,0.0475,https://api.spotify.com/v1/audio-analysis/035Ag6mdG1EWFZvgdnK8lK,0.882,189583,0.562,0.374,0,0.0338,-7.67,1,0.0368,129.99,4,https://api.spotify.com/v1/tracks/035Ag6mdG1EWFZvgdnK8lK,audio_features,spotify:track:035Ag6mdG1EWFZvgdnK8lK,0.9259999999999999,https://p.scdn.co/mp3-preview/ada4db834c05457f9a0b681c4211c3628aa11e06?cid=63d66f6fe98e4ebabe73921ee5ac09cd,David Naughton,Makin' It (Re-Recorded)
1979,Dr. Hook,When You're In Love With A Beautiful Woman,5.0,Dr. Hook,When You're In Love With A Beautiful Woman,1UiKUFbCfgbVjwY8W657Pv,0.405,https://api.spotify.com/v1/audio-analysis/1UiKUFbCfgbVjwY8W657Pv,0.679,178827,0.728,0.0026100000000000003,8,0.0506,-9.539,1,0.0378,109.62299999999999,4,https://api.spotify.com/v1/tracks/1UiKUFbCfgbVjwY8W657Pv,audio_features,spotify:track:1UiKUFbCfgbVjwY8W657Pv,0.852,,Dr. Hook,When You're In Love With A Beautiful Woman
1979,John Stewart,Gold,6.0,John Stewart,Gold,4BdIF3xsMAUhOjuh0BSzOo,0.46399999999999997,https://api.spotify.com/v1/audio-analysis/4BdIF3xsMAUhOjuh0BSzOo,0.6920000000000001,244133,0.598,1.2e-06,9,0.0926,-7.893,0,0.0373,124.045,4,https://api.spotify.com/v1/tracks/4BdIF3xsMAUhOjuh0BSzOo,audio_features,spotify:track:4BdIF3xsMAUhOjuh0BSzOo,0.519,https://p.scdn.co/mp3-preview/331b356428a2d8c2553038b1fd4dbd10141e894a?cid=63d66f6fe98e4ebabe73921ee5ac09cd,John Stewart,Gold
1979,Cheap Trick,I Want You To Want Me,7.0,Cheap Trick,I Want You To Want Me,1JkZg3eMQTmTn93E8Yd3UL,0.78,https://api.spotify.com/v1/audio-analysis/1JkZg3eMQTmTn93E8Yd3UL,0.8059999999999999,191227,0.462,0.0134,2,0.15,-12.777999999999999,1,0.0298,92.726,4,https://api.spotify.com/v1/tracks/1JkZg3eMQTmTn93E8Yd3UL,audio_features,spotify:track:1JkZg3eMQTmTn93E8Yd3UL,0.736,https://p.scdn.co/mp3-preview/1c55371ac6dc7f4553e0f0ce75edf9b84d263ef1?cid=63d66f6fe98e4ebabe73921ee5ac09cd,Cheap Trick,I Want You to Want Me
1979,Raydio,You Can't Change That,8.0,Raydio,You Can't Change That,5vIvHVCP0n6EXTMH0fOpAp,0.27,https://api.spotify.com/v1/audio-analysis/5vIvHVCP0n6EXTMH0fOpAp,0.691,203080,0.706,0.0,1,0.272,-5.983,0,0.115,169.72400000000002,4,https://api.spotify.com/v1/tracks/5vIvHVCP0n6EXTMH0fOpAp,audio_features,spotify:track:5vIvHVCP0n6EXTMH0fOpAp,0.892,https://p.scdn.co/mp3-preview/3ac366f7895bf86bf5083edb598dcb9daf8e9c39?cid=63d66f6fe98e4ebabe73921ee5ac09cd,Raydio,You Can't Change That
1979,"Earth, Wind & Fire with The Emotions",Boogie Wonderland,9.0,"Earth, Wind & Fire",Boogie Wonderland,6ztstiyZL6FXzh4aG46ZPD,0.0843,https://api.spotify.com/v1/audio-analysis/6ztstiyZL6FXzh4aG46ZPD,0.802,288293,0.7559999999999999,0.00765,2,0.0521,-10.790999999999999,0,0.0349,131.715,4,https://api.spotify.com/v1/tracks/6ztstiyZL6FXzh4aG46ZPD,audio_features,spotify:track:6ztstiyZL6FXzh4aG46ZPD,0.963,https://p.scdn.co/mp3-preview/b2d590fb86a0424a3f959033df1a92f9a6c325d4?cid=63d66f6fe98e4ebabe73921ee5ac09cd,"Earth, Wind & Fire, The Emotions",Boogie Wonderland
1979,Electric Light Orchestra,Shine A Little Love,10.0,Electric Light Orchestra,Shine A Little Love,5X6HkkTe8mUwkHo3Lccr6E,0.217,https://api.spotify.com/v1/audio-analysis/5X6HkkTe8mUwkHo3Lccr6E,0.687,281027,0.695,0.00806,7,0.0569,-8.95,1,0.032,133.134,4,https://api.spotify.com/v1/tracks/5X6HkkTe8mUwkHo3Lccr6E,audio_features,spotify:track:5X6HkkTe8mUwkHo3Lccr6E,0.884,https://p.scdn.co/mp3-preview/7d711439cc86db96585e0f1277ec23acba6ecb27?cid=63d66f6fe98e4ebabe73921ee5ac09cd,Electric Light Orchestra,Shine a Little Love
1979,KISS,I Was Made For Lovin' You,11.0,KISS,I Was Made For Lovin' You,07q0QVgO56EorrSGHC48y3,0.24,https://api.spotify.com/v1/audio-analysis/07q0QVgO56EorrSGHC48y3,0.777,271240,0.8420000000000001,7.32e-05,4,0.0775,-6.167000000000001,1,0.04,128.388,4,https://api.spotify.com/v1/tracks/07q0QVgO56EorrSGHC48y3,audio_features,spotify:track:07q0QVgO56EorrSGHC48y3,0.8640000000000001,,KISS,I Was Made For Lovin' You
1979,McFadden & Whitehead,Ain't No Stoppin' Us Now,12.0,"McFadden, Whitehead",Ain't No Stoppin' Us Now,6EOdY7I7Xm1vPP1cyaGbWZ,0.127,https://api.spotify.com/v1/audio-analysis/6EOdY7I7Xm1vPP1cyaGbWZ,0.747,220867,0.701,0.0,1,0.084,-7.7,1,0.0453,112.964,4,https://api.spotify.com/v1/tracks/6EOdY7I7Xm1vPP1cyaGbWZ,audio_features,spotify:track:6EOdY7I7Xm1vPP1cyaGbWZ,0.87,,McFadden & Whitehead,Ain't No Stoppin' Us Now
1979,Kenny Rogers,She Believes In Me,13.0,Kenny Rogers,She Believes In Me,5ggOAMsJCAYDHnyoqJ0xAD,0.484,https://api.spotify.com/v1/audio-analysis/5ggOAMsJCAYDHnyoqJ0xAD,0.32,258720,0.413,4.97e-06,10,0.34600000000000003,-12.472000000000001,1,0.0314,142.765,4,https://api.spotify.com/v1/tracks/5ggOAMsJCAYDHnyoqJ0xAD,audio_features,spotify:track:5ggOAMsJCAYDHnyoqJ0xAD,0.313,,Kenny Rogers,She Believes In Me
1979,Elton John,Mama Can't Buy You Love,14.0,Elton John,Mama Can't Buy You Love,5l3P3uJhABT0p3FUIQPgt1,0.419,https://api.spotify.com/v1/audio-analysis/5l3P3uJhABT0p3FUIQPgt1,0.524,244653,0.727,0.0,5,0.10800000000000001,-6.327000000000001,1,0.0448,93.663,4,https://api.spotify.com/v1/tracks/5l3P3uJhABT0p3FUIQPgt1,audio_features,spotify:track:5l3P3uJhABT0p3FUIQPgt1,0.58,,Elton John,Mama Can't Buy You Love - Remastered
1979,Chic,Good Times,15.0,Chic,Good Times,0G3fbPbE1vGeABDEZF0jeG,0.14800000000000002,https://api.spotify.com/v1/audio-analysis/0G3fbPbE1vGeABDEZF0jeG,0.8640000000000001,223026,0.8759999999999999,7.190000000000001e-05,11,0.0367,-7.297000000000001,0,0.0488,110.536,4,https://api.spotify.com/v1/tracks/0G3fbPbE1vGeABDEZF0jeG,audio_features,spotify:track:0G3fbPbE1vGeABDEZF0jeG,0.802,https://p.scdn.co/mp3-preview/6951d89044ecf41a300c3f9e64b4b9e722c2eb72?cid=63d66f6fe98e4ebabe73921ee5ac09cd,CHIC,Good Times
1979,Robert John,Sad Eyes,16.0,Robert John,Sad Eyes,3w3rLh6wmne91BS2rwgcog,0.599,https://api.spotify.com/v1/audio-analysis/3w3rLh6wmne91BS2rwgcog,0.431,253213,0.46299999999999997,0.00282,0,0.132,-7.3420000000000005,1,0.0268,107.19,3,https://api.spotify.com/v1/tracks/3w3rLh6wmne91BS2rwgcog,audio_features,spotify:track:3w3rLh6wmne91BS2rwgcog,0.687,,Robert John,Sad Eyes - Remasterd 2002
1979,Sister Sledge,We Are Family,17.0,Sister Sledge,We Are Family,5IKLwqBQG6KU6MP2zP80Nu,0.3,https://api.spotify.com/v1/audio-analysis/5IKLwqBQG6KU6MP2zP80Nu,0.784,216733,0.893,1.57e-05,7,0.272,-5.153,0,0.0923,118.738,4,https://api.spotify.com/v1/tracks/5IKLwqBQG6KU6MP2zP80Nu,audio_features,spotify:track:5IKLwqBQG6KU6MP2zP80Nu,0.8190000000000001,https://p.scdn.co/mp3-preview/26f5886af9af728d758a84ff045baab992878692?cid=63d66f6fe98e4ebabe73921ee5ac09cd,Sister Sledge,We Are Family
1979,Maxine Nightingale,Lead Me On,18.0,Maxine Nightingale,Lead Me On,6RXlKsUmQgykm0Qt9DANwF,0.812,https://api.spotify.com/v1/audio-analysis/6RXlKsUmQgykm0Qt9DANwF,0.419,165707,0.456,0.0008380000000000001,1,0.111,-11.132,1,0.0328,139.622,4,https://api.spotify.com/v1/tracks/6RXlKsUmQgykm0Qt9DANwF,audio_features,spotify:track:6RXlKsUmQgykm0Qt9DANwF,0.5379999999999999,,Maxine Nightingale,Lead Me On
1979,Rickie Lee Jones,Chuck E.'s In Love,19.0,Rickie Lee Jones,Chuck E.'s In Love,4Ym8RapJbNTvnnzlghWtKH,0.28800000000000003,https://api.spotify.com/v1/audio-analysis/4Ym8RapJbNTvnnzlghWtKH,0.797,209613,0.39799999999999996,0.0,9,0.10400000000000001,-10.789000000000001,1,0.0664,113.204,4,https://api.spotify.com/v1/tracks/4Ym8RapJbNTvnnzlghWtKH,audio_features,spotify:track:4Ym8RapJbNTvnnzlghWtKH,0.75,https://p.scdn.co/mp3-preview/a9fccabb0f5c7bf77ccee864a6261252d96375a9?cid=63d66f6fe98e4ebabe73921ee5ac09cd,Rickie Lee Jones,Chuck E's In Love
1979,Barbra Streisand,The Main Event/Fight,20.0,Barbra Streisand,The Main Event,2g5jMKl1csCP8Ufp1rUnqC,0.0502,https://api.spotify.com/v1/audio-analysis/2g5jMKl1csCP8Ufp1rUnqC,0.647,293933,0.875,0.0,7,0.172,-8.503,1,0.0431,137.391,4,https://api.spotify.com/v1/tracks/2g5jMKl1csCP8Ufp1rUnqC,audio_features,spotify:track:2g5jMKl1csCP8Ufp1rUnqC,0.684,https://p.scdn.co/mp3-preview/fe347756383b7deb2fa192fa9af63d9e02f52701?cid=63d66f6fe98e4ebabe73921ee5ac09cd,Barbra Streisand,The Main Event/Fight
1980,Billy Joel,It's Still Rock And Roll To Me,1.0,Billy Joel,It's Still Rock And Roll To Me,7LbOQt7isddrw3Bs3Czl7E,0.0958,https://api.spotify.com/v1/audio-analysis/7LbOQt7isddrw3Bs3Czl7E,0.745,177267,0.655,1.99e-06,5,0.0895,-7.5889999999999995,1,0.166,141.429,4,https://api.spotify.com/v1/tracks/7LbOQt7isddrw3Bs3Czl7E,audio_features,spotify:track:7LbOQt7isddrw3Bs3Czl7E,0.5820000000000001,https://p.scdn.co/mp3-preview/b1b2c1187be4deac0d38c71ece4a466501a321b4?cid=63d66f6fe98e4ebabe73921ee5ac09cd,Billy Joel,It's Still Rock and Roll to Me
1980,Elton John,Little Jeannie,2.0,Elton John,Little Jeannie,7pgAdesi3gGZO8lAyzOTvu,0.568,https://api.spotify.com/v1/audio-analysis/7pgAdesi3gGZO8lAyzOTvu,0.6,317000,0.373,2.8000000000000003e-05,10,0.084,-16.838,1,0.027999999999999997,143.686,4,https://api.spotify.com/v1/tracks/7pgAdesi3gGZO8lAyzOTvu,audio_features,spotify:track:7pgAdesi3gGZO8lAyzOTvu,0.805,,Elton John,Little Jeannie
