Date,Dividends
2011-12-14,0.6
2013-12-12,0.86
2015-12-10,0.71
2017-12-08,0.84
2000-12-06,0.21
2017-07-06,0.78
2019-07-05,0.88
2009-12-10,0.35
2015-07-01,0.66
2019-12-13,0.88
2002-12-11,0.21
2004-12-08,0.24
2014-12-11,1.15
2016-12-08,0.78
2018-12-07,0.88
2001-12-05,0.21
2016-07-07,0.71
2018-07-06,0.84
2006-12-13,0.31
2010-12-09,0.4
2012-12-06,0.75
2008-12-11,0.35
2005-12-08,0.27
2007-06-13,0.0
2007-12-05,0.35
2003-12-10,0.21
