Year,Income bracket,Tax Rate
1994,151400.3482082488,31.0
1994,230768.0865449628,36.0
1994,412085.8688302907,39.6
1995,0.0,15.0
1995,62387.20472440944,28.0
1995,150769.0780839895,31.0
1995,229712.8871391076,36.0
1995,410315.8464566929,39.6
1996,0.0,15.0
1996,62386.59221442246,28.0
1996,150754.63305679645,31.0
1996,229788.02169751117,36.0
1996,410335.75303126994,39.6
1997,0.0,15.0
1997,62697.55305867666,28.0
1997,151569.8127340824,31.0
1997,230930.91448189763,36.0
1997,412479.8970037453,39.6
1998,0.0,15.0
1998,63418.344594594586,28.0
1998,153192.36486486485,31.0
1998,233532.2512285012,36.0
1998,416973.7438574938,39.6
1999,0.0,15.0
1999,63223.852409638544,28.0
1999,152809.3343373494,31.0
1999,232848.82228915664,36.0
1999,415838.1837349398,39.6
2000,0.0,15.0
2000,62080.090011614404,28.0
2000,149997.38966318237,31.0
2000,228570.8217189315,36.0
2000,408227.912311266,39.6
2001,0.0,15.0
2001,62010.737197523915,27.5
2001,149882.14687675858,30.5
2001,228424.5075970737,35.5
2001,407940.10410804726,39.1
2002,0.0,10.0
2002,16288.864142538976,15.0
2002,63390.82962138084,27.0
2002,153183.19320712693,30.0
2002,233405.8491091314,35.0
2002,416791.311247216,38.6
2003,0.0,10.0
2003,18640.4150737302,15.0
2003,75626.82687056252,25.0
2003,152651.68487165484,28.0
2003,232605.75095576188,33.0
2003,415348.39158929547,35.0
2004,0.0,10.0
2004,18455.25145579672,15.0
2004,74982.52514557967,25.0
2004,151320.15616728427,28.0
2004,230561.58549497087,33.0
2004,411823.12863949174,35.0
2005,0.0,10.0
2005,18375.498193082083,15.0
2005,74760.5885389778,25.0
2005,150968.56220960247,28.0
2005,230071.3061435209,33.0
2005,410868.5880227155,35.0
2006,0.0,10.0
2006,18241.96729435084,15.0
2006,74055.13875123885,25.0
2006,149439.16253716548,28.0
2006,227662.16798810702,33.0
2006,406578.41674925666,35.0
2007,0.0,10.0
2007,18410.65413976471,15.0
2007,74936.65614715732,25.0
2007,151167.35188241312,28.0
2007,230397.86666280628,33.0
2007,411386.9490527616,35.0
2008,0.0,10.0
2008,17993.081581694358,15.0
2008,72981.28417247992,25.0
2008,147363.8986862133,28.0
2008,224549.17388245356,33.0
2008,401004.6904530886,35.0
2009,0.0,10.0
2009,18954.76046370874,15.0
2009,155553.88751804086,28.0
2009,237048.00735602216,33.0
2009,423304.0667628847,35.0
2010,0.0,10.0
2010,76325.02912076021,25.0
2010,154109.21321000555,28.0
2010,234867.82858116287,33.0
2010,419394.81074958906,35.0
2010,76212.78643087675,25.0
2011,18435.584459489517,15.0
2011,74826.78398263392,25.0
2011,151117.57026058022,28.0
2011,230227.9165146838,33.0
2011,411167.75575385004,35.0
2011,18164.472923320554,15.0
2012,0.0,10.0
2012,18562.365440828973,15.0
2012,75422.94463601196,25.0
2012,152232.7326670284,28.0
2012,231976.22787978503,33.0
2012,414292.7941922949,35.0
2012,0.0,10.0
2013,0.0,10.0
2013,18726.929432724828,15.0
2013,76061.75820014287,25.0
2013,153592.29517932294,28.0
2013,234007.93333161194,33.0
2013,417920.0190210608,35.0
2013,472107.4646905419,39.6
2014,0.0,10.0
2014,18359.152255631165,15.0
2014,74567.98535200334,25.0
2014,150575.90421425222,28.0
2014,229412.26390019784,33.0
2014,409712.5098616624,35.0
2014,462835.77115036553,39.6
2015,0.0,10.0
2015,18328.994309638234,15.0
2015,74445.49509516929,25.0
2015,150328.55837148667,28.0
2015,229035.41628934498,33.0
2015,409039.4892573888,35.0
2015,462075.4867976025,39.6
2016,0.0,10.0
2016,18143.825935407476,15.0
2016,73693.41066201916,25.0
2016,148809.8664954428,28.0
2016,226721.5896298396,33.0
2016,404907.17430641834,35.0
2016,457407.37652287754,39.6
2017,0.0,10.0
2017,17850.0,15.0
2017,72500.0,25.0
2017,146400.0,28.0
2017,223050.0,33.0
2017,398350.0,35.0
2017,450000.0,39.6
